benchmark,solver,type,size,time
Uniform_by_x,OrthTree,2,42084,4.830000e-04
Uniform_by_x,OrthTree,2,20561,2.590000e-04
Varden,PTree-H,0,9,1.400000e-05
Varden,PTree-H,0,76,9.000000e-06
Varden,PTree-H,0,38,2.000000e-06
Varden,PTree-H,0,38,2.000000e-06
Varden,PTree-H,0,40,4.000000e-06
Varden,PTree-H,0,4,1.000000e-06
Varden,PTree-H,0,36,2.000000e-06
Varden,PTree-H,0,42,7.000000e-06
Varden,PTree-H,0,26,2.000000e-06
Varden,PTree-H,0,16,2.000000e-06
Varden,PTree-H,0,35,3.000000e-06
Varden,PTree-H,0,83,8.000000e-06
Varden,PTree-H,0,14,2.000000e-06
Varden,PTree-H,0,69,3.000000e-06
Varden,PTree-H,0,9,1.000000e-06
Varden,PTree-H,0,60,3.000000e-06
Varden,PTree-H,0,55,2.000000e-06
Varden,PTree-H,0,15,1.000000e-06
Varden,PTree-H,0,40,2.000000e-06
Varden,PTree-H,0,27,2.000000e-06
Varden,PTree-H,0,13,2.000000e-06
Varden,PTree-H,0,5,2.000000e-06
Varden,PTree-H,0,25,2.000000e-06
Varden,PTree-H,0,95,4.000000e-06
Varden,PTree-H,0,83,3.000000e-06
Varden,PTree-H,0,15,2.000000e-06
Varden,PTree-H,0,68,2.000000e-06
Varden,PTree-H,0,38,2.000000e-06
Varden,PTree-H,0,30,2.000000e-06
Varden,PTree-H,0,12,2.000000e-06
Varden,PTree-H,0,20,2.000000e-06
Varden,PTree-H,0,42,2.000000e-06
Varden,PTree-H,0,32,1.000000e-06
Varden,PTree-H,0,10,1.000000e-06
Varden,PTree-H,0,31,5.000000e-06
Varden,PTree-H,0,21,2.000000e-06
Varden,PTree-H,0,91,4.000000e-06
Varden,PTree-H,0,14,2.000000e-06
Varden,PTree-H,0,77,3.000000e-06
Varden,PTree-H,0,61,2.000000e-06
Varden,PTree-H,0,53,2.000000e-06
Varden,PTree-H,0,41,2.000000e-06
Varden,PTree-H,0,41,2.000000e-06
Varden,PTree-H,0,40,2.000000e-06
Varden,PTree-H,0,30,2.000000e-06
Varden,PTree-H,0,10,1.000000e-06
Varden,PTree-H,0,1,1.000000e-06
Varden,PTree-H,0,12,2.000000e-06
Varden,PTree-H,0,8,1.000000e-06
Varden,PTree-H,0,16,2.000000e-06
Varden,PTree-H,0,74,3.000000e-06
Varden,PTree-H,0,34,2.000000e-06
Varden,PTree-H,0,40,2.000000e-06
Varden,PTree-H,0,31,1.000000e-06
Varden,PTree-H,0,9,1.000000e-06
Varden,PTree-H,0,40,4.000000e-06
Varden,PTree-H,0,33,3.000000e-06
Varden,PTree-H,0,7,2.000000e-06
Varden,PTree-H,0,27,4.000000e-06
Varden,PTree-H,0,96,7.000000e-06
Varden,PTree-H,0,91,4.000000e-06
Varden,PTree-H,0,75,3.000000e-06
Varden,PTree-H,0,26,2.000000e-06
Varden,PTree-H,0,49,2.000000e-06
Varden,PTree-H,0,40,2.000000e-06
Varden,PTree-H,0,29,2.000000e-06
Varden,PTree-H,0,11,2.000000e-06
Varden,PTree-H,0,9,2.000000e-06
Varden,PTree-H,0,16,2.000000e-06
Varden,PTree-H,0,5,2.000000e-06
Varden,PTree-H,0,61,5.000000e-06
Varden,PTree-H,0,38,4.000000e-06
Varden,PTree-H,0,23,4.000000e-06
Varden,PTree-H,0,42,4.000000e-06
Varden,PTree-H,0,42,3.000000e-06
Varden,PTree-H,0,20,2.000000e-06
Varden,PTree-H,0,22,2.000000e-06
Varden,PTree-H,0,74,5.000000e-06
Varden,PTree-H,0,62,3.000000e-06
Varden,PTree-H,0,12,1.000000e-06
Varden,PTree-H,0,50,3.000000e-06
Varden,PTree-H,0,23,3.000000e-06
Varden,PTree-H,0,27,2.000000e-06
Varden,PTree-H,0,12,3.000000e-06
Varden,PTree-H,0,72,3.000000e-06
Varden,PTree-H,0,42,2.000000e-06
Varden,PTree-H,0,3,1.000000e-06
Varden,PTree-H,0,39,2.000000e-06
Varden,PTree-H,0,30,2.000000e-06
Varden,PTree-H,0,80,4.000000e-06
Varden,PTree-H,0,10,2.000000e-06
Varden,PTree-H,0,70,3.000000e-06
Varden,PTree-H,0,55,2.000000e-06
Varden,PTree-H,0,45,2.000000e-06
Varden,PTree-H,0,7,1.000000e-06
Varden,PTree-H,0,38,1.000000e-06
Varden,PTree-H,0,10,2.000000e-06
Varden,PTree-H,0,15,2.000000e-06
Varden,PTree-H,0,15,2.000000e-06
Varden,PTree-H,0,29,5.000000e-06
Varden,PTree-H,1,2754,5.700000e-05
Varden,PTree-H,1,1686,1.800000e-05
Varden,PTree-H,1,1191,1.500000e-05
Varden,PTree-H,1,950,1.300000e-05
Varden,PTree-H,1,241,7.000000e-06
Varden,PTree-H,1,495,9.000000e-06
Varden,PTree-H,1,1068,1.500000e-05
Varden,PTree-H,1,712,1.000000e-05
Varden,PTree-H,1,356,8.000000e-06
Varden,PTree-H,1,1965,6.600000e-05
Varden,PTree-H,1,843,1.700000e-05
Varden,PTree-H,1,1122,1.900000e-05
Varden,PTree-H,1,1028,1.300000e-05
Varden,PTree-H,1,980,1.200000e-05
Varden,PTree-H,1,631,2.200000e-05
Varden,PTree-H,1,9800,2.260000e-04
Varden,PTree-H,1,8510,1.030000e-04
Varden,PTree-H,1,4726,4.500000e-05
Varden,PTree-H,1,3851,3.200000e-05
Varden,PTree-H,1,350,5.000000e-06
Varden,PTree-H,1,3501,3.100000e-05
Varden,PTree-H,1,2667,4.100000e-05
Varden,PTree-H,1,2461,2.300000e-05
Varden,PTree-H,1,645,7.000000e-06
Varden,PTree-H,1,1816,2.200000e-05
Varden,PTree-H,1,761,1.100000e-05
Varden,PTree-H,1,1055,1.300000e-05
Varden,PTree-H,1,404,7.000000e-06
Varden,PTree-H,1,651,8.000000e-06
Varden,PTree-H,1,206,7.000000e-06
Varden,PTree-H,1,834,1.700000e-05
Varden,PTree-H,1,875,1.800000e-05
Varden,PTree-H,1,3784,5.700000e-05
Varden,PTree-H,1,3080,3.000000e-05
Varden,PTree-H,1,3021,2.600000e-05
Varden,PTree-H,1,864,1.200000e-05
Varden,PTree-H,1,2157,1.800000e-05
Varden,PTree-H,1,573,9.000000e-06
Varden,PTree-H,1,1584,2.000000e-05
Varden,PTree-H,1,633,1.100000e-05
Varden,PTree-H,1,951,1.200000e-05
Varden,PTree-H,1,704,9.000000e-06
Varden,PTree-H,1,1290,3.900000e-05
Varden,PTree-H,1,109,5.000000e-06
Varden,PTree-H,1,1181,1.800000e-05
Varden,PTree-H,1,278,5.000000e-06
Varden,PTree-H,1,903,1.400000e-05
Varden,PTree-H,1,5678,1.490000e-04
Varden,PTree-H,1,3505,4.300000e-05
Varden,PTree-H,1,580,1.400000e-05
Varden,PTree-H,1,2925,3.300000e-05
Varden,PTree-H,1,964,2.000000e-05
Varden,PTree-H,1,1961,2.300000e-05
Varden,PTree-H,1,1544,2.300000e-05
Varden,PTree-H,1,954,1.600000e-05
Varden,PTree-H,1,590,1.000000e-05
Varden,PTree-H,1,417,1.200000e-05
Varden,PTree-H,1,2173,3.500000e-05
Varden,PTree-H,1,599,9.000000e-06
Varden,PTree-H,1,1574,2.000000e-05
Varden,PTree-H,1,395,7.000000e-06
Varden,PTree-H,1,1179,2.700000e-05
Varden,PTree-H,1,1171,1.500000e-05
Varden,PTree-H,1,807,9.000000e-06
Varden,PTree-H,1,364,8.000000e-06
Varden,PTree-H,1,1036,4.800000e-05
Varden,PTree-H,1,638,1.800000e-05
Varden,PTree-H,1,398,8.000000e-06
Varden,PTree-H,1,3897,1.020000e-04
Varden,PTree-H,1,3060,3.200000e-05
Varden,PTree-H,1,2455,2.800000e-05
Varden,PTree-H,1,2366,2.500000e-05
Varden,PTree-H,1,1337,1.500000e-05
Varden,PTree-H,1,101,7.000000e-06
Varden,PTree-H,1,1236,1.500000e-05
Varden,PTree-H,1,1173,1.100000e-05
Varden,PTree-H,1,1054,1.200000e-05
Varden,PTree-H,1,1035,1.300000e-05
Varden,PTree-H,1,658,9.000000e-06
Varden,PTree-H,1,377,7.000000e-06
Varden,PTree-H,1,119,4.000000e-06
Varden,PTree-H,1,1029,1.400000e-05
Varden,PTree-H,1,177,6.000000e-06
Varden,PTree-H,1,852,1.200000e-05
Varden,PTree-H,1,605,1.300000e-05
Varden,PTree-H,1,837,2.500000e-05
Varden,PTree-H,1,6999,1.630000e-04
Varden,PTree-H,1,5158,6.200000e-05
Varden,PTree-H,1,1812,2.400000e-05
Varden,PTree-H,1,1339,1.900000e-05
Varden,PTree-H,1,720,9.000000e-06
Varden,PTree-H,1,619,1.100000e-05
Varden,PTree-H,1,473,9.000000e-06
Varden,PTree-H,1,3346,4.000000e-05
Varden,PTree-H,1,495,1.100000e-05
Varden,PTree-H,1,2851,3.100000e-05
Varden,PTree-H,1,1345,1.900000e-05
Varden,PTree-H,1,112,5.000000e-06
Varden,PTree-H,1,1233,1.400000e-05
Varden,PTree-H,1,676,1.100000e-05
Varden,PTree-H,2,208812,1.533000e-03
Varden,PTree-H,2,206058,1.736000e-03
Varden,PTree-H,2,16636,1.740000e-04
Varden,PTree-H,2,189422,1.078000e-03
Varden,PTree-H,2,72661,5.320000e-04
Varden,PTree-H,2,14592,1.250000e-04
Varden,PTree-H,2,58069,4.230000e-04
Varden,PTree-H,2,49260,3.730000e-04
Varden,PTree-H,2,46264,3.250000e-04
Varden,PTree-H,2,37768,2.520000e-04
Varden,PTree-H,2,23257,1.990000e-04
Varden,PTree-H,2,13746,1.300000e-04
Varden,PTree-H,2,14511,1.540000e-04
Varden,PTree-H,2,116761,1.020000e-03
Varden,PTree-H,2,12779,1.430000e-04
Varden,PTree-H,2,103982,8.450000e-04
Varden,PTree-H,2,22836,2.640000e-04
Varden,PTree-H,2,21628,2.310000e-04
Varden,PTree-H,2,15280,1.790000e-04
Varden,PTree-H,2,81146,7.950000e-04
Varden,PTree-H,2,75003,6.760000e-04
Varden,PTree-H,2,69080,5.990000e-04
Varden,PTree-H,2,60826,5.800000e-04
Varden,PTree-H,2,10991,1.450000e-04
Varden,PTree-H,2,49835,4.960000e-04
Varden,PTree-H,2,37975,3.600000e-04
Varden,PTree-H,2,22804,3.120000e-04
Varden,PTree-H,2,12308,1.290000e-04
Varden,PTree-H,2,10496,1.240000e-04
Varden,PTree-H,2,15171,1.820000e-04
Varden,PTree-H,2,11860,1.400000e-04
Varden,PTree-H,2,180321,7.770000e-04
Varden,PTree-H,2,100824,7.190000e-04
Varden,PTree-H,2,24139,2.800000e-04
Varden,PTree-H,2,15406,1.590000e-04
Varden,PTree-H,2,76685,5.660000e-04
Varden,PTree-H,2,52622,4.000000e-04
Varden,PTree-H,2,34179,2.240000e-04
Varden,PTree-H,2,15369,1.750000e-04
Varden,PTree-H,2,18810,1.840000e-04
Varden,PTree-H,2,18443,2.050000e-04
Varden,PTree-H,2,24063,2.080000e-04
Varden,PTree-H,2,19752,1.560000e-04
Varden,PTree-H,2,79497,9.190000e-04
Varden,PTree-H,2,31909,3.820000e-04
Varden,PTree-H,2,31444,3.030000e-04
Varden,PTree-H,2,27074,2.680000e-04
Varden,PTree-H,2,16361,1.810000e-04
Varden,PTree-H,2,10713,1.570000e-04
Varden,PTree-H,2,47588,5.490000e-04
Varden,PTree-H,2,14892,1.920000e-04
Varden,PTree-H,2,32696,3.690000e-04
Varden,PTree-H,2,17602,1.610000e-04
Varden,PTree-H,2,15094,1.730000e-04
Varden,PTree-H,2,381277,1.920000e-03
Varden,PTree-H,2,271070,2.183000e-03
Varden,PTree-H,2,171620,1.168000e-03
Varden,PTree-H,2,66274,4.010000e-04
Varden,PTree-H,2,52684,2.800000e-04
Varden,PTree-H,2,50194,2.720000e-04
Varden,PTree-H,2,40578,3.060000e-04
Varden,PTree-H,2,32307,2.290000e-04
Varden,PTree-H,2,25548,2.040000e-04
Varden,PTree-H,2,14100,1.400000e-04
Varden,PTree-H,2,11448,1.060000e-04
Varden,PTree-H,2,13590,1.520000e-04
Varden,PTree-H,2,105346,6.630000e-04
Varden,PTree-H,2,76448,5.570000e-04
Varden,PTree-H,2,30610,2.570000e-04
Varden,PTree-H,2,16119,1.450000e-04
Varden,PTree-H,2,14491,1.380000e-04
Varden,PTree-H,2,45838,3.180000e-04
Varden,PTree-H,2,34302,2.470000e-04
Varden,PTree-H,2,23429,1.710000e-04
Varden,PTree-H,2,11586,9.800000e-05
Varden,PTree-H,2,11843,1.140000e-04
Varden,PTree-H,2,10873,1.130000e-04
Varden,PTree-H,2,11536,1.190000e-04
Varden,PTree-H,2,28898,3.270000e-04
Varden,PTree-H,2,23907,2.590000e-04
Varden,PTree-H,2,14499,1.730000e-04
Varden,PTree-H,2,99450,7.450000e-04
Varden,PTree-H,2,96261,6.020000e-04
Varden,PTree-H,2,38082,3.260000e-04
Varden,PTree-H,2,12667,1.360000e-04
Varden,PTree-H,2,25415,2.230000e-04
Varden,PTree-H,2,21317,1.670000e-04
Varden,PTree-H,2,15669,2.040000e-04
Varden,PTree-H,2,58179,3.180000e-04
Varden,PTree-H,2,57463,2.750000e-04
Varden,PTree-H,2,15949,1.820000e-04
Varden,PTree-H,2,41514,2.440000e-04
Varden,PTree-H,2,40406,2.510000e-04
Varden,PTree-H,2,39867,2.210000e-04
Varden,PTree-H,2,15851,1.390000e-04
Varden,PTree-H,2,24016,1.330000e-04
Varden,PTree-H,2,22451,1.500000e-04
Varden,PTree-H,2,21130,1.100000e-04
Varden,PTree-H,2,14714,1.170000e-04
Varden,PTree-H,2,110207,1.777000e-03
Varden,CPAM-H,0,9,1.600000e-05
Varden,CPAM-H,0,76,9.000000e-06
Varden,CPAM-H,0,38,2.000000e-06
Varden,CPAM-H,0,38,2.000000e-06
Varden,CPAM-H,0,40,4.000000e-06
Varden,CPAM-H,0,4,1.000000e-06
Varden,CPAM-H,0,36,2.000000e-06
Varden,CPAM-H,0,42,7.000000e-06
Varden,CPAM-H,0,26,2.000000e-06
Varden,CPAM-H,0,16,2.000000e-06
Varden,CPAM-H,0,35,3.000000e-06
Varden,CPAM-H,0,83,8.000000e-06
Varden,CPAM-H,0,14,2.000000e-06
Varden,CPAM-H,0,69,3.000000e-06
Varden,CPAM-H,0,9,1.000000e-06
Varden,CPAM-H,0,60,2.000000e-06
Varden,CPAM-H,0,55,2.000000e-06
Varden,CPAM-H,0,15,1.000000e-06
Varden,CPAM-H,0,40,2.000000e-06
Varden,CPAM-H,0,27,2.000000e-06
Varden,CPAM-H,0,13,2.000000e-06
Varden,CPAM-H,0,5,2.000000e-06
Varden,CPAM-H,0,25,2.000000e-06
Varden,CPAM-H,0,95,5.000000e-06
Varden,CPAM-H,0,83,3.000000e-06
Varden,CPAM-H,0,15,2.000000e-06
Varden,CPAM-H,0,68,2.000000e-06
Varden,CPAM-H,0,38,2.000000e-06
Varden,CPAM-H,0,30,2.000000e-06
Varden,CPAM-H,0,12,2.000000e-06
Varden,CPAM-H,0,20,2.000000e-06
Varden,CPAM-H,0,42,2.000000e-06
Varden,CPAM-H,0,32,2.000000e-06
Varden,CPAM-H,0,10,2.000000e-06
Varden,CPAM-H,0,31,6.000000e-06
Varden,CPAM-H,0,21,3.000000e-06
Varden,CPAM-H,0,91,5.000000e-06
Varden,CPAM-H,0,14,2.000000e-06
Varden,CPAM-H,0,77,3.000000e-06
Varden,CPAM-H,0,61,2.000000e-06
Varden,CPAM-H,0,53,2.000000e-06
Varden,CPAM-H,0,41,2.000000e-06
Varden,CPAM-H,0,41,2.000000e-06
Varden,CPAM-H,0,40,2.000000e-06
Varden,CPAM-H,0,30,2.000000e-06
Varden,CPAM-H,0,10,2.000000e-06
Varden,CPAM-H,0,1,1.000000e-06
Varden,CPAM-H,0,12,2.000000e-06
Varden,CPAM-H,0,8,2.000000e-06
Varden,CPAM-H,0,16,2.000000e-06
Varden,CPAM-H,0,74,3.000000e-06
Varden,CPAM-H,0,34,2.000000e-06
Varden,CPAM-H,0,40,2.000000e-06
Varden,CPAM-H,0,31,2.000000e-06
Varden,CPAM-H,0,9,2.000000e-06
Varden,CPAM-H,0,40,4.000000e-06
Varden,CPAM-H,0,33,3.000000e-06
Varden,CPAM-H,0,7,3.000000e-06
Varden,CPAM-H,0,27,5.000000e-06
Varden,CPAM-H,0,96,8.000000e-06
Varden,CPAM-H,0,91,4.000000e-06
Varden,CPAM-H,0,75,3.000000e-06
Varden,CPAM-H,0,26,3.000000e-06
Varden,CPAM-H,0,49,3.000000e-06
Varden,CPAM-H,0,40,2.000000e-06
Varden,CPAM-H,0,29,2.000000e-06
Varden,CPAM-H,0,11,2.000000e-06
Varden,CPAM-H,0,9,2.000000e-06
Varden,CPAM-H,0,16,2.000000e-06
Varden,CPAM-H,0,5,2.000000e-06
Varden,CPAM-H,0,61,5.000000e-06
Varden,CPAM-H,0,38,4.000000e-06
Varden,CPAM-H,0,23,4.000000e-06
Varden,CPAM-H,0,42,4.000000e-06
Varden,CPAM-H,0,42,3.000000e-06
Varden,CPAM-H,0,20,2.000000e-06
Varden,CPAM-H,0,22,3.000000e-06
Varden,CPAM-H,0,74,5.000000e-06
Varden,CPAM-H,0,62,3.000000e-06
Varden,CPAM-H,0,12,1.000000e-06
Varden,CPAM-H,0,50,3.000000e-06
Varden,CPAM-H,0,23,3.000000e-06
Varden,CPAM-H,0,27,2.000000e-06
Varden,CPAM-H,0,12,3.000000e-06
Varden,CPAM-H,0,72,3.000000e-06
Varden,CPAM-H,0,42,2.000000e-06
Varden,CPAM-H,0,3,2.000000e-06
Varden,CPAM-H,0,39,2.000000e-06
Varden,CPAM-H,0,30,2.000000e-06
Varden,CPAM-H,0,80,4.000000e-06
Varden,CPAM-H,0,10,2.000000e-06
Varden,CPAM-H,0,70,3.000000e-06
Varden,CPAM-H,0,55,2.000000e-06
Varden,CPAM-H,0,45,2.000000e-06
Varden,CPAM-H,0,7,2.000000e-06
Varden,CPAM-H,0,38,2.000000e-06
Varden,CPAM-H,0,10,2.000000e-06
Varden,CPAM-H,0,15,2.000000e-06
Varden,CPAM-H,0,15,2.000000e-06
Varden,CPAM-H,0,29,6.000000e-06
Varden,CPAM-H,1,2754,6.400000e-05
Varden,CPAM-H,1,1686,1.700000e-05
Varden,CPAM-H,1,1191,1.500000e-05
Varden,CPAM-H,1,950,9.000000e-06
Varden,CPAM-H,1,241,5.000000e-06
Varden,CPAM-H,1,495,9.000000e-06
Varden,CPAM-H,1,1068,2.100000e-05
Varden,CPAM-H,1,712,1.000000e-05
Varden,CPAM-H,1,356,7.000000e-06
Varden,CPAM-H,1,1965,6.600000e-05
Varden,CPAM-H,1,843,1.500000e-05
Varden,CPAM-H,1,1122,1.400000e-05
Varden,CPAM-H,1,1028,1.400000e-05
Varden,CPAM-H,1,980,1.300000e-05
Varden,CPAM-H,1,631,2.300000e-05
Varden,CPAM-H,1,9800,2.460000e-04
Varden,CPAM-H,1,8510,1.140000e-04
Varden,CPAM-H,1,4726,4.800000e-05
Varden,CPAM-H,1,3851,3.300000e-05
Varden,CPAM-H,1,350,5.000000e-06
Varden,CPAM-H,1,3501,3.200000e-05
Varden,CPAM-H,1,2667,2.600000e-05
Varden,CPAM-H,1,2461,2.000000e-05
Varden,CPAM-H,1,645,1.000000e-05
Varden,CPAM-H,1,1816,1.900000e-05
Varden,CPAM-H,1,761,9.000000e-06
Varden,CPAM-H,1,1055,1.300000e-05
Varden,CPAM-H,1,404,5.000000e-06
Varden,CPAM-H,1,651,8.000000e-06
Varden,CPAM-H,1,206,7.000000e-06
Varden,CPAM-H,1,834,1.800000e-05
Varden,CPAM-H,1,875,1.800000e-05
Varden,CPAM-H,1,3784,6.800000e-05
Varden,CPAM-H,1,3080,3.800000e-05
Varden,CPAM-H,1,3021,2.400000e-05
Varden,CPAM-H,1,864,1.200000e-05
Varden,CPAM-H,1,2157,2.400000e-05
Varden,CPAM-H,1,573,7.000000e-06
Varden,CPAM-H,1,1584,2.000000e-05
Varden,CPAM-H,1,633,1.100000e-05
Varden,CPAM-H,1,951,1.300000e-05
Varden,CPAM-H,1,704,1.100000e-05
Varden,CPAM-H,1,1290,4.100000e-05
Varden,CPAM-H,1,109,4.000000e-06
Varden,CPAM-H,1,1181,1.400000e-05
Varden,CPAM-H,1,278,5.000000e-06
Varden,CPAM-H,1,903,1.500000e-05
Varden,CPAM-H,1,5678,1.640000e-04
Varden,CPAM-H,1,3505,4.700000e-05
Varden,CPAM-H,1,580,1.400000e-05
Varden,CPAM-H,1,2925,3.200000e-05
Varden,CPAM-H,1,964,1.900000e-05
Varden,CPAM-H,1,1961,2.100000e-05
Varden,CPAM-H,1,1544,2.100000e-05
Varden,CPAM-H,1,954,1.400000e-05
Varden,CPAM-H,1,590,1.000000e-05
Varden,CPAM-H,1,417,1.200000e-05
Varden,CPAM-H,1,2173,4.800000e-05
Varden,CPAM-H,1,599,9.000000e-06
Varden,CPAM-H,1,1574,2.000000e-05
Varden,CPAM-H,1,395,8.000000e-06
Varden,CPAM-H,1,1179,1.500000e-05
Varden,CPAM-H,1,1171,1.200000e-05
Varden,CPAM-H,1,807,7.000000e-06
Varden,CPAM-H,1,364,7.000000e-06
Varden,CPAM-H,1,1036,4.500000e-05
Varden,CPAM-H,1,638,1.800000e-05
Varden,CPAM-H,1,398,1.100000e-05
Varden,CPAM-H,1,3897,1.020000e-04
Varden,CPAM-H,1,3060,4.800000e-05
Varden,CPAM-H,1,2455,2.800000e-05
Varden,CPAM-H,1,2366,2.500000e-05
Varden,CPAM-H,1,1337,1.500000e-05
Varden,CPAM-H,1,101,7.000000e-06
Varden,CPAM-H,1,1236,1.700000e-05
Varden,CPAM-H,1,1173,1.200000e-05
Varden,CPAM-H,1,1054,1.200000e-05
Varden,CPAM-H,1,1035,1.000000e-05
Varden,CPAM-H,1,658,8.000000e-06
Varden,CPAM-H,1,377,7.000000e-06
Varden,CPAM-H,1,119,4.000000e-06
Varden,CPAM-H,1,1029,1.500000e-05
Varden,CPAM-H,1,177,6.000000e-06
Varden,CPAM-H,1,852,1.200000e-05
Varden,CPAM-H,1,605,1.500000e-05
Varden,CPAM-H,1,837,2.700000e-05
Varden,CPAM-H,1,6999,1.770000e-04
Varden,CPAM-H,1,5158,7.800000e-05
Varden,CPAM-H,1,1812,2.800000e-05
Varden,CPAM-H,1,1339,2.300000e-05
Varden,CPAM-H,1,720,9.000000e-06
Varden,CPAM-H,1,619,1.000000e-05
Varden,CPAM-H,1,473,8.000000e-06
Varden,CPAM-H,1,3346,4.600000e-05
Varden,CPAM-H,1,495,1.100000e-05
Varden,CPAM-H,1,2851,3.300000e-05
Varden,CPAM-H,1,1345,1.500000e-05
Varden,CPAM-H,1,112,4.000000e-06
Varden,CPAM-H,1,1233,1.700000e-05
Varden,CPAM-H,1,676,1.200000e-05
Varden,CPAM-H,2,208812,1.681000e-03
Varden,CPAM-H,2,206058,1.886000e-03
Varden,CPAM-H,2,16636,1.980000e-04
Varden,CPAM-H,2,189422,1.178000e-03
Varden,CPAM-H,2,72661,5.900000e-04
Varden,CPAM-H,2,14592,1.280000e-04
Varden,CPAM-H,2,58069,4.330000e-04
Varden,CPAM-H,2,49260,3.350000e-04
Varden,CPAM-H,2,46264,3.240000e-04
Varden,CPAM-H,2,37768,2.590000e-04
Varden,CPAM-H,2,23257,1.910000e-04
Varden,CPAM-H,2,13746,1.200000e-04
Varden,CPAM-H,2,14511,1.370000e-04
Varden,CPAM-H,2,116761,9.870000e-04
Varden,CPAM-H,2,12779,1.350000e-04
Varden,CPAM-H,2,103982,8.510000e-04
Varden,CPAM-H,2,22836,3.020000e-04
Varden,CPAM-H,2,21628,2.560000e-04
Varden,CPAM-H,2,15280,2.160000e-04
Varden,CPAM-H,2,81146,7.920000e-04
Varden,CPAM-H,2,75003,6.680000e-04
Varden,CPAM-H,2,69080,6.600000e-04
Varden,CPAM-H,2,60826,5.300000e-04
Varden,CPAM-H,2,10991,1.740000e-04
Varden,CPAM-H,2,49835,4.740000e-04
Varden,CPAM-H,2,37975,3.620000e-04
Varden,CPAM-H,2,22804,2.420000e-04
Varden,CPAM-H,2,12308,1.300000e-04
Varden,CPAM-H,2,10496,1.200000e-04
Varden,CPAM-H,2,15171,1.880000e-04
Varden,CPAM-H,2,11860,1.420000e-04
Varden,CPAM-H,2,180321,7.970000e-04
Varden,CPAM-H,2,100824,8.220000e-04
Varden,CPAM-H,2,24139,3.360000e-04
Varden,CPAM-H,2,15406,1.520000e-04
Varden,CPAM-H,2,76685,5.960000e-04
Varden,CPAM-H,2,52622,4.250000e-04
Varden,CPAM-H,2,34179,2.550000e-04
Varden,CPAM-H,2,15369,1.620000e-04
Varden,CPAM-H,2,18810,1.850000e-04
Varden,CPAM-H,2,18443,2.070000e-04
Varden,CPAM-H,2,24063,2.410000e-04
Varden,CPAM-H,2,19752,1.430000e-04
Varden,CPAM-H,2,79497,9.730000e-04
Varden,CPAM-H,2,31909,3.880000e-04
Varden,CPAM-H,2,31444,3.080000e-04
Varden,CPAM-H,2,27074,3.240000e-04
Varden,CPAM-H,2,16361,2.060000e-04
Varden,CPAM-H,2,10713,1.600000e-04
Varden,CPAM-H,2,47588,6.380000e-04
Varden,CPAM-H,2,14892,1.870000e-04
Varden,CPAM-H,2,32696,3.670000e-04
Varden,CPAM-H,2,17602,1.680000e-04
Varden,CPAM-H,2,15094,1.500000e-04
Varden,CPAM-H,2,381277,2.010000e-03
Varden,CPAM-H,2,271070,2.305000e-03
Varden,CPAM-H,2,171620,1.251000e-03
Varden,CPAM-H,2,66274,4.280000e-04
Varden,CPAM-H,2,52684,3.030000e-04
Varden,CPAM-H,2,50194,2.890000e-04
Varden,CPAM-H,2,40578,3.180000e-04
Varden,CPAM-H,2,32307,2.120000e-04
Varden,CPAM-H,2,25548,1.860000e-04
Varden,CPAM-H,2,14100,1.490000e-04
Varden,CPAM-H,2,11448,1.180000e-04
Varden,CPAM-H,2,13590,1.340000e-04
Varden,CPAM-H,2,105346,7.190000e-04
Varden,CPAM-H,2,76448,5.640000e-04
Varden,CPAM-H,2,30610,2.440000e-04
Varden,CPAM-H,2,16119,1.410000e-04
Varden,CPAM-H,2,14491,1.290000e-04
Varden,CPAM-H,2,45838,3.230000e-04
Varden,CPAM-H,2,34302,2.780000e-04
Varden,CPAM-H,2,23429,1.840000e-04
Varden,CPAM-H,2,11586,1.050000e-04
Varden,CPAM-H,2,11843,1.190000e-04
Varden,CPAM-H,2,10873,1.150000e-04
Varden,CPAM-H,2,11536,1.240000e-04
Varden,CPAM-H,2,28898,3.130000e-04
Varden,CPAM-H,2,23907,2.330000e-04
Varden,CPAM-H,2,14499,1.650000e-04
Varden,CPAM-H,2,99450,8.140000e-04
Varden,CPAM-H,2,96261,6.690000e-04
Varden,CPAM-H,2,38082,3.310000e-04
Varden,CPAM-H,2,12667,1.330000e-04
Varden,CPAM-H,2,25415,2.110000e-04
Varden,CPAM-H,2,21317,1.690000e-04
Varden,CPAM-H,2,15669,1.380000e-04
Varden,CPAM-H,2,58179,3.480000e-04
Varden,CPAM-H,2,57463,3.370000e-04
Varden,CPAM-H,2,15949,1.940000e-04
Varden,CPAM-H,2,41514,2.640000e-04
Varden,CPAM-H,2,40406,2.000000e-04
Varden,CPAM-H,2,39867,2.290000e-04
Varden,CPAM-H,2,15851,1.620000e-04
Varden,CPAM-H,2,24016,1.370000e-04
Varden,CPAM-H,2,22451,1.360000e-04
Varden,CPAM-H,2,21130,1.210000e-04
Varden,CPAM-H,2,14714,1.350000e-04
Varden,CPAM-H,2,110207,1.912000e-03
Varden,CPAM-Z,0,9,2.100000e-05
Varden,CPAM-Z,0,76,9.000000e-06
Varden,CPAM-Z,0,38,2.000000e-06
Varden,CPAM-Z,0,38,2.000000e-06
Varden,CPAM-Z,0,40,4.000000e-06
